Date,Open,High,Low,Close,Adj Close,Volume
1/2/19,128.990005,137.509995,128.559998,135.679993,135.679993,28146200
1/3/19,134.690002,137.169998,131.119995,131.740005,131.740005,22717900
1/4/19,134.009995,138,133.75,137.949997,137.949997,29002100
1/7/19,137.559998,138.869995,135.910004,138.050003,138.050003,20089300
1/8/19,139.889999,143.139999,139.539993,142.529999,142.529999,26263800
1/9/19,142.949997,144.699997,141.270004,144.229996,144.229996,22205900
1/10/19,143.080002,144.559998,140.839996,144.199997,144.199997,16125000
1/11/19,143.149994,145.360001,142.570007,143.800003,143.800003,12908000
1/14/19,142,146.570007,141.270004,145.389999,145.389999,20520300
1/15/19,146.009995,150.679993,145.990005,148.949997,148.949997,24069000
1/16/19,149,149.649994,147,147.539993,147.539993,18025700
1/17/19,146.949997,149,146.5,148.300003,148.300003,15787900
1/18/19,149.75,152.429993,148.550003,150.039993,150.039993,31029600
1/22/19,149.199997,151.529999,146.369995,147.570007,147.570007,22378700
1/23/19,148.279999,148.800003,143.059998,144.300003,144.300003,20098400
1/24/19,144.639999,146.440002,142.520004,145.830002,145.830002,20955500
1/25/19,147.479996,149.830002,146.539993,149.009995,149.009995,22237200
1/28/19,148.050003,148.960007,146.210007,147.470001,147.470001,15508500
1/29/19,148.089996,148.100006,143.429993,144.190002,144.190002,17632100
1/30/19,146.220001,150.949997,145.699997,150.419998,150.419998,44613200
1/31/19,165.600006,171.679993,165,166.690002,166.690002,77233600
2/1/19,165.839996,169.100006,165.660004,165.710007,165.710007,30806500
2/4/19,165.699997,169.300003,163.619995,169.25,169.25,20036000
2/5/19,169.149994,171.979996,168.690002,171.160004,171.160004,22557000
2/6/19,171.199997,172.470001,169.270004,170.490005,170.490005,13281200
2/7/19,168.199997,169.240005,165.25,166.380005,166.380005,17517600
2/8/19,164.470001,167.369995,164.210007,167.330002,167.330002,12561400
2/11/19,167.899994,168.300003,165.080002,165.789993,165.789993,12811200
2/12/19,166.860001,168.339996,164.5,165.039993,165.039993,16292300
2/13/19,165.380005,166.220001,163.729996,164.070007,164.070007,14205100
2/14/19,163.190002,164.869995,162.25,163.949997,163.949997,12755200
2/15/19,164.509995,164.699997,160.860001,162.5,162.5,15504400
2/19/19,160.5,164.149994,160.330002,162.289993,162.289993,14345400
2/20/19,162.25,163.720001,161.25,162.559998,162.559998,11770700
2/21/19,161.929993,162.240005,159.589996,160.039993,160.039993,15607800
2/22/19,160.580002,162.410004,160.309998,161.889999,161.889999,15858500
2/25/19,163.070007,166.070007,162.899994,164.619995,164.619995,18737100
2/26/19,164.339996,166.240005,163.800003,164.130005,164.130005,13784100
2/27/19,162.899994,163.929993,160.410004,162.809998,162.809998,12697500
2/28/19,162.369995,163.5,160.860001,161.449997,161.449997,11114200
3/1/19,162.600006,163.130005,161.690002,162.279999,162.279999,11097800
3/4/19,163.899994,167.5,163.830002,167.369995,167.369995,18894700
3/5/19,167.369995,171.880005,166.550003,171.259995,171.259995,28187900
3/6/19,172.899994,173.570007,171.270004,172.509995,172.509995,21531700
3/7/19,171.5,171.740005,167.610001,169.130005,169.130005,18306500
3/8/19,166.199997,169.619995,165.970001,169.600006,169.600006,13184800
3/11/19,171.600006,174.300003,171.580002,172.070007,172.070007,18884000
3/12/19,172.089996,173.800003,171.220001,171.919998,171.919998,12155300
3/13/19,172.320007,174.029999,172.119995,173.369995,173.369995,11973300
3/14/19,169.759995,171.149994,168.160004,170.169998,170.169998,18037400
3/15/19,167.160004,167.580002,162.509995,165.979996,165.979996,37135400
3/18/19,163.570007,163.899994,159.279999,160.470001,160.470001,37524200
3/19/19,161.479996,163.820007,160.820007,161.570007,161.570007,25611500
3/20/19,161.5,166.119995,161.240005,165.440002,165.440002,20211500
3/21/19,164.889999,166.389999,163.75,166.080002,166.080002,16223000
3/22/19,165.649994,167.419998,164.089996,164.339996,164.339996,16389200
3/25/19,163,166.539993,162,166.289993,166.289993,12631200
3/26/19,167.350006,169.449997,166.350006,167.679993,167.679993,15437900
3/27/19,167.850006,168.940002,164.789993,165.869995,165.869995,10620300
3/28/19,164.570007,166.720001,163.330002,165.550003,165.550003,10689200
3/29/19,166.389999,167.190002,164.809998,166.690002,166.690002,13455500
4/1/19,167.830002,168.899994,167.279999,168.699997,168.699997,10381500
4/2/19,170.139999,174.899994,169.550003,174.199997,174.199997,23946500
4/3/19,174.5,177.960007,172.949997,173.539993,173.539993,27590100
4/4/19,176.020004,178,175.529999,176.020004,176.020004,17847700
4/5/19,176.880005,177,175.100006,175.720001,175.720001,9594100
4/8/19,175.210007,175.5,174.229996,174.929993,174.929993,7297400
4/9/19,175.619995,179.190002,175.550003,177.580002,177.580002,19751000
4/10/19,178.179993,178.789993,176.539993,177.820007,177.820007,11701500
4/11/19,178.240005,178.399994,177,177.509995,177.509995,8071000
4/12/19,178,179.630005,177.949997,179.100006,179.100006,12329800
4/15/19,178.5,180.5,176.869995,179.649994,179.649994,10834800
4/16/19,179,180.169998,178.300003,178.869995,178.869995,11215200
4/17/19,179.600006,180.740005,178.360001,178.779999,178.779999,9973700
4/18/19,178.800003,178.880005,177.339996,178.279999,178.279999,11655600
4/22/19,178.25,181.669998,178.25,181.440002,181.440002,13389900
4/23/19,182.740005,184.220001,181.479996,183.779999,183.779999,19954800
4/24/19,184.490005,185.139999,181.649994,182.580002,182.580002,37289900
4/25/19,196.979996,198.479996,192.119995,193.259995,193.259995,54148800
4/26/19,192.5,192.899994,189.089996,191.490005,191.490005,22075000
4/29/19,190.949997,195.410004,190.649994,194.779999,194.779999,19641300
4/30/19,194.190002,197.389999,192.279999,193.399994,193.399994,23494700
