Date,Open,High,Low,Close,Adj Close,Volume
10/25/19,45.18,45.779999,44.93,45.650002,45.650002,15256800
10/28/19,45.389999,46.049999,44.549999,45.439999,45.439999,14824000
10/29/19,45.189999,45.650002,45.119999,45.349998,45.349998,12664500
10/30/19,45.349998,45.43,44.459999,44.689999,44.689999,14443100
10/31/19,44.75,44.849998,43.889999,44.82,44.82,23563000
11/1/19,45.189999,45.209999,44.509998,44.75,44.75,16314100
11/4/19,45.110001,45.220001,43.75,43.889999,43.889999,20926400
11/5/19,43.959999,44.48,43.669998,44.279999,44.279999,15991300
11/6/19,44.32,44.349998,43.529999,44.220001,44.220001,19927400
11/7/19,44.48,45.009998,44.27,44.700001,44.700001,15632600
11/8/19,44.68,45.200001,44.43,45.189999,45.189999,13741700
11/11/19,44.880001,45.599998,44.880001,45.25,45.25,11169500
11/12/19,45.18,45.310001,44.950001,45.23,45.23,12175300
11/13/19,45.049999,45.560001,44.970001,45.200001,45.200001,11379200
11/14/19,45.139999,45.57,45.040001,45.450001,45.450001,11363900
11/15/19,45.66,45.669998,44.43,44.560001,44.560001,23178600
11/18/19,44.310001,44.619999,44.080002,44.610001,44.610001,16260100
11/19/19,44.759998,44.91,44.59,44.810001,44.810001,16469200
11/20/19,44.389999,44.630001,43.880001,44.220001,44.220001,15240200
11/21/19,44.290001,44.450001,43.779999,44.360001,44.360001,16252800
11/22/19,44.529999,44.900002,44.290001,44.799999,44.799999,14107400
11/25/19,44.830002,44.900002,43.279999,43.349998,43.349998,26194100
11/26/19,43.470001,43.849998,43.25,43.549999,43.549999,38656500
11/27/19,43.849998,44.580002,43.66,44.419998,44.419998,20426200
11/29/19,44.599998,44.599998,44.040001,44.150002,44.150002,8479300
12/2/19,44.400002,44.400002,43.560001,43.630001,43.630001,16787400
12/3/19,43.349998,43.73,43.080002,43.650002,43.650002,21830800
12/4/19,43.700001,43.740002,43.349998,43.509998,43.509998,16872600
12/5/19,43.48,44.09,43.259998,44.040001,44.040001,22569100
12/6/19,44.360001,44.419998,44.009998,44.240002,44.240002,14667700
